file_name,content,datetime,keywords,cities,roads
15699,Prometne informacije 11. 05. 2023 18.30 1. in 3. program Podatki o prometu. Na avtocestnem odseku od Šentilja proti Mariboru je zaradi nesreče oviran promet med priključkoma Šentilj in Maribor-sever. Zaradi del sta na gorenjski avtocesti proti Karavankam zaprta priključka Brezje in Lesce. Prav tako zaradi del bo predvidoma do junija zaprta regionalna cesta Grosuplje-Krka pri Velikem Mlačevem. Obvoz je urejen. ,2023-05-11 18:30:00,"['zaradi', 'zaprta', 'proti', 'del', 'šentilj']","['Mlačevo', 'Brezje', 'Lesce', 'Krka', 'Karavanke', 'Grosuplje', 'Maribor', 'Šentilj']",[]
15700,Prometne informacije 11. 05. 2023 18.00 1. program Podatki o prometu. Gost promet z zastoji na posameznih odsekih je na primorski avtocesti od Logatca proti Ljubljani ter naprej na južni ljubljanski obvoznici proti priključku Center. Čas potovanja se tam podaljša za približno 20 minut. Krajši zastoj je tudi na severni ljubljanski obvoznici med Bežigradom in Novimi Jaršami proti Štajerski. ,2023-05-11 18:00:00,"['proti', 'obvoznici', 'ljubljanski', 'zastoji', 'čas']","['Ljubljana', 'Logatec', 'Jarše']",[]
15701,Prometne informacije 11. 05. 2023 17.30 2. program Podatki o prometu. Gost promet z zastoji na posameznih odsekih je na primorski avtocesti od Logatca proti Ljubljani ter naprej na južni ljubljanski obvoznici proti Dolenjski. Čas potovanja se tam podaljša za približno 20 minut. Krajši zastoj je tudi na severni ljubljanski obvoznici med Bežigradom in Novimi Jaršami proti Štajerski. ,2023-05-11 17:30:00,"['proti', 'ljubljanski', 'obvoznici', 'štajerski', 'čas']","['Ljubljana', 'Logatec', 'Jarše']",[]
15702,Prometne informacije 11. 05. 2023 17.00 1. program Podatki o prometu. Pokvarjeno vozilo ovira promet na gorenjski avtocesti med priključkoma Šmartno in Vodice proti Avstriji. Daljši zastoj je na koncu primorske avtoceste od Logatca proti Ljubljani ter naprej na južni ljubljanski obvoznici proti Dolenjski. Čas potovanja se tam podaljša za približno 45 minut. Prav tako so zastoji na severni ljubljanski obvoznici v obe smeri in na dolenjski avtocesti od Rudnika proti priključku Šmarje-Sap. ,2023-05-11 17:00:00,"['proti', 'dolenjski', 'obvoznici', 'ljubljanski', 'avtocesti']","['Šmarje', 'Šmartno', 'Ljubljana', 'Rudnik', 'Vodice', 'Logatec', 'Sap']",[]
15703,"Prometne informacije 11. 05. 2023 16.30 2. program Podatki o prometu. Pokvarjeno vozilo ovira promet na gorenjski avtocesti med priključkoma Šmartno in Vodice proti Avstriji. Daljši zastoj je na koncu primorske avtoceste od Logatca proti Ljubljani ter naprej na južni ljubljanski obvoznici proti Dolenjski. Čas potovanja se tam podaljša za več kot 45 minut. Prav tako so zastoji na severni ljubljanski obvoznici v obe smeri, na dolenjski avtocesti od Rudnika proti priključku Šmarje-Sap ter na mariborski vzhodni obvoznici pred razcepom Dragučova iz smeri Slivnice proti Madžarski. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno. Pred predorom je kilometer dolg zastoj proti Avstriji. ",2023-05-11 16:30:00,"['proti', 'obvoznici', 'smeri', 'ter', 'zastoj']","['Šmarje', 'Šmartno', 'Ljubljana', 'Rudnik', 'Slivnica', 'Vodice', 'Karavanke', 'Logatec', 'Sap']",[]
15704,"NOVE Prometne informacije 11. 05. 2023 15.30 1. in 2. program Podatki o prometu. Daljši zastoj je na koncu primorske avtoceste od Vrhnike proti Ljubljani ter naprej na južni ljubljanski obvoznici proti Dolenjski. Prav tako so zastoji na severni ljubljanski obvoznici v obe smeri, na južni obvoznici proti Primorski ter na cestah Ljubljana-Medno in Črnuče-Šentjakob. Na gorenjski avtocesti proti Karavankam sta zaradi del zaprta priključka Brezje in Lesce. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno. ",2023-05-11 15:30:00,"['proti', 'obvoznici', 'ter', 'južni', 'ljubljanski']","['Brezje', 'Ljubljana', 'Lesce', 'Medno', 'Karavanke', 'Črnuče', 'Šentjakob', 'Vrhnika']",[]
15705,"NOVE Prometne informacije 29. 05. 2023 18.30 1. in 2. program Podatki o prometu. Krajši zastoji so še vedno na primorski avtocesti proti Ljubljani na več odsekih med Logatcem in Brezovico, na štajerski avtocesti med Blagovico in Trojanami proti Mariboru ter na glavni cesti od Šmarij proti Kopru. Na podravski avtocesti proti Gruškovju je zaradi pokvarjenega tovornjaka promet oviran pred razcepom Draženci. Vozilo je obtičalo tudi na gorenjski avtocesti pred priključkom Brnik proti Karavankam. Pred predorom Karavanke je kilometer dolg zastoj proti Avstriji. Zaradi del je na dolenjski avtocesti proti Obrežju zaprt priključek Bič. ",2023-05-29 18:30:00,"['proti', 'avtocesti', 'pred', 'med', 'zaradi']","['Šmarje', 'Blagovica', 'Ljubljana', 'Trojane', 'Obrežje', 'Koper', 'Brezovica', 'Karavanke', 'Logatec', 'Maribor']",[]
15706,Prometne informacije 11. 05. 2023 15.30 1. in 2. program Podatki o prometu. Daljši zastoj je na koncu primorske avtoceste od Vrhnike proti Ljubljani ter naprej na južni ljubljanski obvoznici proti Dolenjski. Na nekdanji hitri cesti skozi Maribor je zaradi nesreče zaprt vozni pas pred krožiščem Pesnica proti Šentilju. Na gorenjski avtocesti proti Karavankam sta zaradi del zaprta priključka Brezje in Lesce. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno. ,2023-05-11 15:30:00,"['proti', 'zaradi', 'skozi', 'del', 'šentilju']","['Brezje', 'Ljubljana', 'Pesnica', 'Lesce', 'Karavanke', 'Maribor', 'Šentilj', 'Vrhnika']",[]
15707,Prometne informacije 11. 05. 2023 14.30 2. program Podatki o prometu. Na primorski avtocesti proti Ljubljani je zaradi prometne nesreče promet oviran med Logatcem in Vrhniko. Nastal je krajši zastoj. Opozarjamo na nevarnost naleta. Na gorenjski avtocesti proti Ljubljani je zaradi pokvarjenega vozila promet oviran med predorom Šentvid in priključkom Podutik. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno. Na glavni cesti Lucija-Strunjan so odstranili posledice nesreče pri Strunjanu. ,2023-05-11 14:30:00,"['zaradi', 'promet', 'proti', 'prometne', 'ljubljani']","['Ljubljana', 'Lucija', 'Karavanke', 'Logatec', 'Strunjan', 'Šentvid', 'Vrhnika']",[]
15708,Prometne informacije 11. 05. 2023 14.00 1. in 3. program Podatki o prometu. Zaradi del je krajši zastoj na severni ljubljanski obvoznici med priključkoma Tomačevo in Nove Jarše proti štajerski avtocesti. Na primorski avtocesti proti Ljubljani je zaradi prometne nesreče promet oviran med Logatcem in Vrhniko. Zaradi nesreče je promet oviran tudi na glavni cesti Lucija-Strunjan pri Strunjanu. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno. ,2023-05-11 14:00:00,"['zaradi', 'promet', 'proti', 'oviran', 'del']","['Ljubljana', 'Jarše', 'Lucija', 'Karavanke', 'Logatec', 'Strunjan', 'Vrhnika']",[]
15709,Prometne informacije 11. 05. 2023 13.00 1. in 2. program Podatki o prometu. Zaradi del so občasno zastoji na severni ljubljanski obvoznici med priključkoma Tomačevo in Nove Jarše proti štajerski avtocesti. Zaradi prometne nesreče je oviran promet na glavni cesti Lucija-Strunjan pri Strunjanu. Nastajajo zastoji v obe smeri. Na primorski avtocesti proti Ljubljani je zaradi del zaprt vozni pas v predoru Kastelec. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno. ,2023-05-11 13:00:00,"['zaradi', 'del', 'promet', 'prometne', 'zastoji']","['Ljubljana', 'Lucija', 'Jarše', 'Karavanke', 'Strunjan', 'Kastelec']",[]
15710,Prometne informacije 11. 05. 2023 12.30 2. program Podatki o prometu. Zaradi del je krajši zastoj na severni ljubljanski obvoznici med priključkoma Tomačevo in Nove Jarše proti štajerski avtocesti. Opozarjamo na nevarnost naleta. Zaradi prometne nesreče je promet oviran na glavni cesti Lucija-Strunjan pri Strunjanu. V obe smeri nastajajo zastoji. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno. Na vipavski hitri cesti je promet med razcepom Nanos in priključkom Ajdovščina znova dovoljen za vsa vozila. ,2023-05-11 12:30:00,"['zaradi', 'promet', 'prometne', 'med', 'del']","['Lucija', 'Jarše', 'Karavanke', 'Strunjan', 'Ajdovščina']",[]
15711,"Prometne informacije 11. 05. 2023 12.00 1. in 3. program Podatki o prometu. Pokvarjeno vozilo ovira promet na podravski avtocesti na razcepu Slivnica iz smeri Ptuja proti Mariboru. Zaradi burje je na vipavski hitri cesti med razcepom Nanos in Ajdovščino prepovedan promet za hladilnike in vozila s ponjavami, lažja od 8 ton. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno. ",2023-05-11 12:00:00,"['promet', 'zaradi', 'vozila', 'vozilo', 'ton']","['Slivnica', 'Ptuj', 'Karavanke', 'Maribor', 'Ajdovščina']",[]
15712,"Prometne informacije 11. 05. 2023 11.30 2. program Podatki o prometu. Zaradi pokvarjenega vozila je na primorski avtocesti proti Ljubljani zaprt pas za počasna vozila pred počivališčem Ravbarkomanda. Vozilo je obtičalo tudi na podravski avtocesti na razcepu Slivnica iz smeri Ptuja proti Mariboru. Zaradi burje je na vipavski hitri cesti med razcepom Nanos in Ajdovščino prepovedan promet za hladilnike in vozila s ponjavami, lažja od 8 ton. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno. ",2023-05-11 11:30:00,"['zaradi', 'vozila', 'proti', 'promet', 'avtocesti']","['Ljubljana', 'Slivnica', 'Ptuj', 'Karavanke', 'Maribor', 'Ajdovščina']",[]
15713,"Prometne informacije 11. 05. 2023 11.00 1. in 3. program Podatki o prometu. Na štajerski avtocesti proti Ljubljani so odstranili posledice nesreče med priključkoma Blagovica in Lukovica. Tudi zastoja tam ni več. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno. Zaradi burje je na vipavski hitri cesti med razcepom Nanos in Ajdovščino prepovedan promet za hladilnike in vozila s ponjavami, lažja od 8 ton. ",2023-05-11 11:00:00,"['zaradi', 'promet', '11', 'med', 'zastoja']","['Blagovica', 'Ljubljana', 'Karavanke', 'Lukovica', 'Ajdovščina']",[]
15714,"Prometne informacije 11. 05. 2023 10.30 2. program Podatki o prometu. Zaradi del je zastoj na primorski avtocesti pred priključkom Brezovica proti Ljubljani. Opozarjamo na nevarnost naleta. Na štajerski avtocesti proti Ljubljani so odstranili posledice nesreče med priključkoma Blagovica in Lukovica. Še vedno je tam 2 kilometra dolg zastoj. Na gorenjski avtocesti proti Avstriji je zaradi pokvarjenega vozila promet oviran med Naklim in Podtaborom. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno. Zaradi burje je na vipavski hitri cesti med razcepom Nanos in Ajdovščino prepovedan promet za hladilnike in vozila s ponjavami, lažja od 8 ton. ",2023-05-11 10:30:00,"['zaradi', 'proti', 'promet', 'med', 'avtocesti']","['Podtabor', 'Blagovica', 'Ljubljana', 'Brezovica', 'Karavanke', 'Lukovica', 'Ajdovščina']",[]
15715,"Prometne informacije 11. 05. 2023 10.00 1. in 3. program Podatki o prometu. Na štajerski avtocesti proti Ljubljani je zaradi nesreče oviran promet med priključkoma Blagovica in Lukovica. Nastal je krajši zastoj. Opozarjamo na nevarnost naleta. Promet skozi predor Karavanke zaradi del poteka izmenično enosmerno. Na vipavski hitri cesti med razcepom Nanos in Ajdovščino je zaradi burje prepovedan promet za hladilnike in vozila s ponjavami, lažja od 8 ton. ",2023-05-11 10:00:00,"['zaradi', 'promet', 'med', 'zastoj', 'vipavski']","['Blagovica', 'Ljubljana', 'Karavanke', 'Lukovica', 'Ajdovščina']",[]
15716,"Prometne informacije 29. 05. 2023 18.30 1. in 2. program Podatki o prometu. Zastoji so še vedno na primorski avtocesti proti Ljubljani na več odsekih med Uncem in Brezovico, na štajerski avtocesti med Krtino in Blagovico proti Mariboru ter na glavni cesti od Šmarij proti Kopru. Na podravski avtocesti proti Gruškovju je zaradi pokvarjenega tovornjaka promet oviran pred razcepom Draženci. Zaradi del je na dolenjski avtocesti proti Obrežju zaprt priključek Bič. ",2023-05-29 18:30:00,"['proti', 'avtocesti', 'zaradi', 'med', 'zastoji']","['Krtina', 'Šmarje', 'Blagovica', 'Ljubljana', 'Brezovica', 'Obrežje', 'Koper', 'Maribor']",[]
15717,"Prometne informacije 11. 05. 2023 09.30 2. program Podatki o prometu. Na štajerski avtocesti proti Ljubljani je zaradi prometne nesreče promet oviran med priključkoma Blagovica in Lukovica. Nastal je krajši zastoj. Opozarjamo na nevarnost naleta. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno. Zaradi burje je na vipavski hitri cesti med razcepom Nanos in Ajdovščino prepovedan promet za hladilnike in vozila s ponjavami, lažja od 8 ton. ",2023-05-11 09:30:00,"['zaradi', 'promet', 'prometne', 'med', 'vipavski']","['Blagovica', 'Ljubljana', 'Karavanke', 'Lukovica', 'Ajdovščina']",[]
15718,"Prometne informacije 11. 05. 2023 09.00 1. in 3. program Podatki o prometu. Daljši zastoj je na štajerski avtocesti od Blagovice proti Ljubljani. Čas potovanja se podaljša za več kot pol ure. Zastoji so tudi na dolenjski avtocesti med priključkom Višnja Gora in predorom Mali vrh proti Ljubljani, na primorski avtocesti med priključkoma Logatec in Vrhnika proti Ljubljani, na celotni južni ljubljanski obvoznici proti Dolenjski ter na celotni zahodni obvoznici proti Štajerski. Zaradi prometne nesreče je na južni ljubljanski obvoznici oviran promet med priključkom Vič in razcepom Kozarje proti Primorski. Na vipavski hitri cesti je zaradi burje med razcepom Nanos in priključkom Ajdovščina prepovedan promet za hladilnike in vozila s ponjavami, lažja od 8 ton. ",2023-05-11 09:00:00,"['proti', 'med', 'priključkom', 'obvoznici', 'ljubljani']","['Gora', 'Blagovica', 'Ljubljana', 'Vič', 'Logatec', 'Ajdovščina', 'Vrhnika']",[]
15719,"Prometne informacije 11. 05. 2023 08.30 2. program Podatki o prometu. Daljši zastoj je na štajerski avtocesti od Blagovice proti Ljubljani. Čas potovanja se podaljša za več kot pol ure. Zastoji so tudi na dolenjski avtocesti med priključkom Višnja Gora in predorom Mali Vrh proti Ljubljani, na primorski avtocesti med priključkoma Logatec in Vrhnika proti Ljubljani, na celotni južni ljubljanski obvoznici proti Dolenjski ter na celotni zahodni obvoznici proti Štajerski. Zaradi prometne nesreče je na južni ljubljanski obvoznici oviran promet med priključkom Vič in razcepom Kozarje proti Primorski. Na vipavski hitri cesti je zaradi burje med razcepom Nanos in priključkom Ajdovščina prepovedan promet za hladilnike in vozila s ponjavami, lažja od 8 ton. ",2023-05-11 08:30:00,"['proti', 'med', 'priključkom', 'obvoznici', 'ljubljani']","['Gora', 'Vrh', 'Ljubljana', 'Blagovica', 'Vič', 'Logatec', 'Ajdovščina', 'Vrhnika']",[]
15720,Prometne informacije 11. 05. 2023 08.00 1. in 3. program Podatki o prometu. Na severni ljubljanski obvoznici je zaradi pokvarjenega vozila zaprt vozni pas pred priključkom Tomačevo proti Kosezam. Nastal je daljši zastoj ki sega na celotno zahodno obvoznico in štajersko avtocesto do priključka Blagovica. Čas potovanja se podaljša za približno 1 uro. Zaradi prometne nesreče je na južni ljubljanski obvoznici oviran promet med priključkom Vič in razcepom Kozarje proti Primorski. Nastaja zastoj. Gost promet z zastoji je tudi na dolenjski avtocesti med priključkom Višnja Gora in predorom Mali Vrh proti Ljubljani ter na primorski avtocesti med priključkoma Logatec in Vrhnika proti Ljubljani. Na štajerski avtocesti proti Mariboru je zaradi pokvarjenega vozila zaprt pas za počasna vozila med priključkoma Slovenske Konjice in Slovenska Bistrica-jug. ,2023-05-11 08:00:00,"['proti', 'med', 'zaradi', 'priključkom', 'vozila']","['Gora', 'Vrh', 'Ljubljana', 'Blagovica', 'Bistrica', 'Koseze', 'Vič', 'Logatec', 'Maribor', 'Vrhnika']",[]
15721,"Prometne informacije 11. 05. 2023 07.00 1. in 2. program Podatki o prometu. Na štajerski avtocesti proti Ljubljani je zaradi prometnih nesreč zaprt prehitevalni pas med priključkom Blagovica in počivališčem Lukovica ter pred priključkom Domžale. Regionalna cesta Škofja Loka-Železniki je zaradi prometne nesreče zaprta med Bukovico in Dolenjo vasjo pri križišču za Ševlje. Na severni ljubljanski obvoznici je zaradi pokvarjenega vozila zaprt vozni pas pred priključkom Tomačevo proti Kosezam. Nastal je zastoj. Gost promet z zastoji je tudi na štajerski avtocesti od Krtine proti Ljubljani, na dolenjski avtocesti med priključkom Višnja Gora in predorom Mali vrh proti Ljubljani ter na primorski avtocesti med priključkoma Logatec in Vrhnika proti Ljubljani. ",2023-05-11 07:00:00,"['proti', 'priključkom', 'ljubljani', 'med', 'avtocesti']","['Krtina', 'Loka', 'Gora', 'Blagovica', 'Ljubljana', 'Koseze', 'Bukovica', 'Logatec', 'Lukovica', 'Domžale', 'Vrhnika']",[]
15722,Prometne informacije 11. 05. 2023 06.30 1. in 2. program Podatki o prometu. Zaradi prometne nesreče je na štajerski avtocesti zaprt prehitevalni pas med priključkom Blagovica in počivališčem Lukovica proti Ljubljani. Na severni ljubljanski obvoznici je zaradi pokvarjenega vozila oviran promet pred priključkom Tomačevo proti Kosezam. ,2023-05-11 06:30:00,"['zaradi', 'prometne', 'priključkom', 'proti', 'štajerski']","['Blagovica', 'Ljubljana', 'Lukovica', 'Koseze']",[]
15723,Prometne informacije 11. 05. 2023 06.00 1. in 2. program Podatki o prometu. Na gorenjski avtocesti proti Karavankam sta zaradi del zaprta priključka Brezje in Lesce. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno s približno polurnim čakanjem pred predorom. ,2023-05-11 06:00:00,"['zaradi', 'del', 'čakanjem', 'sta', 'zaprta']","['Brezje', 'Lesce', 'Karavanke']",[]
15724,Prometne informacije 11. 05. 2023 05.30 1. in 2. program Podatki o prometu. Zaradi del promet skozi predor Karavanke poteka izmenično enosmerno s približno polurnim čakanjem pred predorom. Na dolenjski avtocesti proti Obrežju promet zaradi del med Ivančno Gorico in Bičem poteka po dveh zoženih pasovih. ,2023-05-11 05:30:00,"['promet', 'zaradi', 'del', '05', 'poteka']","['Karavanke', 'Obrežje', 'Bič', 'Gorica']",[]
15725,NOVE Prometne informacije 10. 05. 2023 18.30 1. in 2. program Podatki o prometu. Zaradi nesreče je na lokalni cesti Domžale-Zabòršt-Ihàn promet oviran v Sêlu pri Ihanu. Na dolenjski avtocesti proti Obrežju je zaradi pokvarjenega vozila promet oviran med priključkoma Višnja Gora in Ivančna Gorica. Pokvarjena vozila ovirajo promet tudi na štajerski avtocesti proti Mariboru med priključkoma Šentjakob in Domžale ter med priključkoma Blagovica in Trojane pred predorom Trojane. Zaradi del bo štajerska avtocesta proti Mariboru danes ob 23-ih za pol ure zaprta med Dramljami in Slovenskimi Konjicami. Ta odsek pa bo ob polnoči za pol ure zaprt še proti Ljubljani. ,2023-05-10 18:30:00,"['proti', 'med', 'promet', 'priključkoma', 'zaradi']","['Gora', 'Ihan', 'Gorica', 'Ljubljana', 'Blagovica', 'Trojane', 'Obrežje', 'Dramlje', 'Maribor', 'Domžale', 'Šentjakob']",[]
15726,Prometne informacije 10. 05. 2023 18.30 1. in 2. program Podatki o prometu. Na dolenjski avtocesti proti Obrežju je zaradi pokvarjenega vozila promet oviran med priključkoma Višnja Gora in Ivančna Gorica. Pokvarjena vozila ovirajo promet tudi na štajerski avtocesti proti Mariboru med priključkoma Šentjakob in Domžale ter med priključkoma Blagovica in Trojane pred predorom Trojane. Zaradi del bo štajerska avtocesta proti Mariboru danes ob 23-ih za pol ure zaprta med Dramljami in Slovenskimi Konjicami. Ta odsek pa bo ob polnoči za pol ure zaprt še proti Ljubljani. ,2023-05-10 18:30:00,"['proti', 'med', 'priključkoma', 'ure', 'zaradi']","['Gora', 'Gorica', 'Blagovica', 'Ljubljana', 'Trojane', 'Obrežje', 'Dramlje', 'Maribor', 'Domžale', 'Šentjakob']",[]
15727,"Prometne informacije 29. 05. 2023 18.00 1. in 3. program Podatki o prometu. Na štajerski avtocesti proti Mariboru je zaradi nesreče zaprt vozni pas med priključkoma Lukovica in Blagovica. Še vedno je tam 10 kilometrov dolg zastoj. Potovalni čas se podaljša za 1 uro- Proti Ljubljani so odstranili posledice nesreče med priključkoma Celje-center in Celje-zahod. Zastoji so še vedno na primorski avtocesti proti Ljubljani na več odsekih med Logatcem in Brezovico, na južni ljubljanski obvoznici proti Dolenjski ter na glavni cesti od Šmarij proti Dragonji. Na podravski avtocesti proti Gruškovju je zaradi pokvarjenega tovornjaka promet oviran pred razcepom Draženci. ",2023-05-29 18:00:00,"['proti', 'med', 'avtocesti', 'še', 'priključkoma']","['Šmarje', 'Celje', 'Blagovica', 'Ljubljana', 'Lukovica', 'Brezovica', 'Dragonja', 'Logatec', 'Maribor']",[]
15728,"Prometne informacije 10. 05. 2023 18.00 1. program Podatki o prometu. Promet je zgoščen na primorski avtocesti na posameznih odsekih od Logatca proti Ljubljani. Čas potovanja se podaljša za približno 10 minut. Krajši zastoji so tudi na severni ljubljanski obvoznici proti Štajerski ter na cestah Tomačevo-Črnuče in Vrhnika-Brezovica. Na štajerski avtocesti proti Ljubljani je zaradi pokvarjenega vozila promet oviran pred priključkom Slovenska Bistrica-jug. V nasprotni smeri, torej proti Mariboru, pa je pokvarjeno vozilo obtičalo med priključkoma Blagovica in Trojane pred predorom Trojane. ",2023-05-10 18:00:00,"['proti', 'trojane', 'promet', 'štajerski', 'pred']","['Blagovica', 'Ljubljana', 'Bistrica', 'Trojane', 'Brezovica', 'Logatec', 'Maribor', 'Črnuče', 'Vrhnika']",[]
15729,"Prometne informacije 10. 05. 2023 17.30 2. program Podatki o prometu. Zastoji so na primorski avtocesti na posameznih odsekih od Logatca proti Ljubljani. Čas potovanja se podaljša za približno 20 minut. Prav tako so zastoji na južni ljubljanski obvoznici proti Dolenjski, na severni obvoznici proti Štajerski ter na cestah Vrhnika-Brezovica in Vodice-Moste. Na dolenjski avtocesti proti Obrežju je zaradi pokvarjenega vozila promet oviran med priključkoma Višnja Gora in Ivančna Gorica. Pokvarjeno vozilo je obtičalo tudi na primorski avtocesti proti Kopru pred počivališčem Ravbarkomanda. ",2023-05-10 17:30:00,"['proti', 'avtocesti', 'primorski', 'obvoznici', 'zastoji']","['Gora', 'Ljubljana', 'Brezovica', 'Obrežje', 'Koper', 'Vodice', 'Logatec', 'Gorica', 'Moste', 'Vrhnika']",[]
15730,"Prometne informacije 10. 05. 2023 17.00 1. program Podatki o prometu. Daljši zastoj je na primorski avtocesti od Logatca proti Ljubljani. Čas potovanja se podaljša za približno 20 minut. Na vzhodni ljubljanski obvoznici proti Dolenjski je zaradi nesreče promet oviran med razcepom Zadobrova in priključkom Moste. Nastal je krajši zastoj. Zastoji so tudi na severni ljubljanski obvoznici v obe smeri, na južni obvoznici proti Dolenjski ter na dolenjski avtocesti proti Ljubljani pred priključkom Bič. ",2023-05-10 17:00:00,"['proti', 'obvoznici', 'dolenjski', 'ljubljanski', 'priključkom']","['Zadobrova', 'Ljubljana', 'Logatec', 'Moste']",[]
15731,"Prometne informacije 10. 05. 2023 16.30 2. program Podatki o prometu. Daljši zastoj je na primorski avtocesti od Logatca proti Ljubljani. Čas potovanja se podaljša za približno pol ure. Prav tako so zastoji na južni ljubljanski obvoznici v obe smeri med Rudnikom in razcepom Kozarje, na severni ljubljanski obvoznici v obe smeri ter na cestah Medno-Ljubljana in Vodice-Moste. Zaradi del je krajši zastoj tudi na dolenjski avtocesti proti Ljubljani pred priključkom Bič. Opozarjamo na nevarnost naleta. Na štajerski avtocesti proti Mariboru je zaradi pokvarjenega vozila promet oviran med priključkoma Šentjakob in Domžale. ",2023-05-10 16:30:00,"['proti', 'avtocesti', 'smeri', 'zastoj', 'zaradi']","['Domžale', 'Ljubljana', 'Rudnik', 'Medno', 'Vodice', 'Logatec', 'Maribor', 'Moste', 'Šentjakob']",[]
15732,"NOVE Prometne informacije 10. 05. 2023 15.30 1. in 2. program Podatki o prometu. Daljši zastoj je na primorski avtocesti od Vrhnike proti Ljubljani. Čas potovanja se podaljša za skoraj pol ure. Zastoji so tudi na južni ljubljanski obvoznici proti Dolenjski, na severni ljubljanski obvoznici v obe smeri ter na cestah Tomačevo-Črnuče in Spodnji Brnik-Moste. Na pomurski avtocesti proti Lendavi je zaradi pokvarjenega tovornjaka zaprt vozni pas med priključkoma Cerkvenjak in Sveti Jurij ob Ščavnici za predorom Cenkova. Zaradi del bo štajerska avtocesta proti Mariboru danes ob 23-ih za pol ure zaprta med Dramljami in Slovenskimi Konjicami. Ta odsek pa bo ob polnoči za pol ure zaprt še proti Ljubljani. ",2023-05-10 15:30:00,"['proti', 'ure', 'pol', 'zaradi', 'ljubljanski']","['Cerkvenjak', 'Lendava', 'Ljubljana', 'Dramlje', 'Ščavnica', 'Maribor', 'Moste', 'Črnuče', 'Vrhnika']",[]
15733,"Prometne informacije 10. 05. 2023 15.30 1. in 2. program Podatki o prometu. Zastoji so na severni ljubljanski obvoznici proti Mariboru, na primorski avtocesti od Vrhnike proti Ljubljani ter na cestah Medno-Ljubljana in Vodice-Moste. Na štajerski avtocesti proti Mariboru je zaradi pokvarjenih vozil promet oviran med priključkoma Šentjakob in Domžale ter med priključkoma Blagovica in Trojane pred predorom Trojane. Zaradi del bo štajerska avtocesta proti Mariboru danes ob 23-ih za pol ure zaprta med Dramljami in Slovenskimi Konjicami. Ta odsek pa bo ob polnoči za pol ure zaprt še proti Ljubljani. ",2023-05-10 15:30:00,"['proti', 'mariboru', 'med', 'ure', 'ter']","['Domžale', 'Blagovica', 'Ljubljana', 'Trojane', 'Medno', 'Dramlje', 'Vodice', 'Maribor', 'Moste', 'Šentjakob', 'Vrhnika']",[]
15734,"Prometne informacije 10. 05. 2023 14.30 2. program Podatki o prometu. Zastoji so na severni ljubljanski obvoznici proti Mariboru med priključkom Savlje in razcepom Zadobrova ter na cestah Medno-Ljubljana in Vodice-Moste. Na štajerski avtocesti proti Mariboru je zaradi pokvarjenega vozila promet oviran med priključkoma Šentjakob in Domžale. V nasprotni smeri, torej proti Ljubljani, pa promet ni več oviran zaradi nesreče med Slovenskimi Konjicami in Dramljami pred predorom Golo Rebro. Pred predorom Karavanke je zaradi del nastal krajši zastoj proti Avstriji. ",2023-05-10 14:30:00,"['proti', 'zaradi', 'med', 'predorom', 'promet']","['Domžale', 'Zadobrova', 'Savlje', 'Ljubljana', 'Medno', 'Dramlje', 'Vodice', 'Karavanke', 'Maribor', 'Moste', 'Šentjakob']",[]
15735,Prometne informacije 10. 05. 2023 14.00 1. in 3. program Podatki o prometu. Na štajerski avtocesti proti Ljubljani je zaradi prometne nesreče promet oviran med Slovenskimi Konjicami in Dramljami pred predorom Golo Rebro. Na dolenjski avtocesti proti Obrežju je zaradi del nastal krajši zastoj med Grosupljim in Višnjo Goro. Opozarjamo na nevarnost naleta. Pokvarjen tovornjak ovira promet na vzhodni ljubljanski obvoznici med razcepom Zadobrova in priključkom Ljubljana-vzhod proti Dolenjski. ,2023-05-10 14:00:00,"['proti', 'med', 'prometne', 'promet', 'zaradi']","['Zadobrova', 'Gora', 'Ljubljana', 'Obrežje', 'Dramlje', 'Grosuplje']",[]
