file_name,content,datetime,keywords,cities,roads
1,"Prometne informacije 23. 04. 2022 14.30 2. program Podatki o prometu. Na cesti Stara Vrhnika-Podlipa je zaradi nesreče v Podlipi promet urejen izmenično enosmerno. Na ljubljanski vzhodni obvoznici proti Mariboru je zaradi živali na vozišču oviran promet pred pokritim vkopom Strmec. Na mejnem prehodu Obrežje vozniki osebnih vozil na vstop v državo čakajo do 2 uri, v Gruškovju pa približno 1 uro. ",2022-04-23 14:30:00,"['zaradi', 'promet', 'čakajo', 'vzhodni', 'vstop']","['Strmec', 'Podlipa', 'Obrežje', 'Maribor', 'Vrhnika']",[]
2,"Prometne informacije 23. 04. 2022 13.00 1. in 3. program Podatki o prometu. Pešec na vozišču ovira promet na južni ljubljanski obvoznici pred priključkom Center proti Dolenjski. 2 kilometra dolg zastoj je pred predorom Karavanke proti Avstriji. Na mejnem prehodu Obrežje vozniki osebnih vozil na vstop v državo čakajo do 2 uri, v Gruškovju pa približno pol ure. V Gruškovju je povečan promet osebnih vozil tudi pri izstopu iz Slovenije. ",2022-04-23 13:00:00,"['proti', 'promet', 'štajerski', 'prometne', 'med']","['Unec', 'Ljubljana', 'Maribor']",[]
3,"Prometne informacije 08. 04. 2022 16.30 2. program Podatki o prometu. Na gorenjski avtocesti je oviran promet proti Ljubljani zaradi pnevmatike na vozišču med Vodicami in počivališčem Povodje. Na vzhodni mariborski obvoznici je zaradi del zaprt prehitevalni pas pred priključkom Dragučova proti Mariboru. Pred zaporo je nastal približno 2 kilometra dolg zastoj. Čas potovanja se podaljša za približno 10 minut. Zaradi povečanega prometa je upočasnjen promet na celotni južni ljubljanski obvoznici proti Dolenjski, na severni obvoznici proti Štajerski ter na primorski avtocesti v obe smeri med Ljubljano in Brezovico. Na mejnem prehodu Gruškovje je v obe smeri povečan promet osebnih vozil ter promet tovornih vozil pri izstopu iz države. ",2022-04-08 16:30:00,"['promet', 'proti', 'vozil', 'gruškovju', 'osebnih']","['Brezovica', 'Obrežje', 'Koper', 'Slovenija', 'Karavanke', 'Vrhnika']",[]
4,Prometne informacije 17.04. 2022 07.00 1. in 2. program Podatki o prometu. Zaradi del je na severni ljubljanski obvoznici v obe smeri zaprt prehitevalni pas med priključkom Dravlje in razcepom Koseze. Zaprt je tudi uvoz Nove Jarše proti štajerski avtocesti. Na mejnem prehodu Gruškovje čakajo vozniki osebnih vozil na vstop v državo do pol ure. Cesta čez prelaz Vršič je prevozna le za osebna vozila z zimsko opremo. ,2022-04-17 07:00:00,"['promet', 'proti', 'vozil', 'gruškovju', 'osebnih']","['Brezovica', 'Obrežje', 'Koper', 'Slovenija', 'Karavanke', 'Vrhnika']",[]
5,"Prometne informacije 17.04. 2022 06.30 1. program Podatki o prometu. Na mejnem prehodu Gruškovje čakajo vozniki osebnih vozil na vstop v državo do pol ure. Cesta čez prelaz Vršič je prevozna le za osebna vozila z zimsko opremo. Danes od 8-ih do 22-ih bo na cestah po državi prepovedan promet za tovorna vozila, težja od 7,5 ton. ",2022-04-17 06:30:00,"['proti', 'zaradi', 'avtocesti', 'med', 'še']","['Gora', 'Ljubljana', 'Starod', 'Čatež', 'Drnovo', 'Karavanke', 'Gorica', 'Šentvid']",[]
6,"Prometne informacije 29. 04. 2022 14.30 2. program Podatki o prometu. Na severni ljubljanski obvoznici proti Štajerski predmet na cestišču ovira promet pred razcepom Zadobrova. Na hitri cesti skozi Maribor proti Pesnici je pred priključkom Maribor-center zaradi požara ob cesti zmanjšana vidljivost. Zastoj je na vzhodni mariborski obvoznici proti Mariboru med Pesnico in Dragučovo. Na mejnem prehodu Gruškovje vozniki osebnih vozil na izstop iz države čakajo 1 uro, vozniki tovornih vozil pa pol ure. Povečan promet osebnih vozil pri izstopu iz države je tudi na Obrežju. ",2022-04-29 14:30:00,"['zaprta', 'zaradi', 'vozila', 'pas', 'pred']","['Jezersko', 'Kranj', 'Unec', 'Obrežje', 'Koper', 'Logatec', 'Preddvor']",[]
7,Prometne informacije 13. 04. 2022 12.30 2. program Podatki o prometu. Zaradi prometne nesreče je na glavni cesti Mislinja - Slovenj Gradec promet urejen izmenično enosmerno pri Šmartnem pri Slovenj Gradcu. Na mejnih prehodih Obrežje in Zavrč vozniki tovornih vozil na vstop v državo čakajo približno 1 uro. ,2022-04-13 12:30:00,"['zaradi', 'proti', 'avtocesti', 'čakajo', 'zastoj']","['Divača', 'Ljubljana', 'Obrežje', 'Kozina', 'Maribor', 'Šentjakob']",[]
8,"Prometne informacije 17.04. 2022 06.00 1. in 2. program Podatki o prometu. Zaradi del je na severni ljubljanski obvoznici v obe smeri zaprt prehitevalni pas med priključkom Dravlje in razcepom Koseze. Zaprt je tudi uvoz Nove Jarše proti štajerski avtocesti. Na mejnem prehodu Gruškovje čakajo vozniki osebnih vozil na vstop v državo do pol ure. Danes od 8-ih do 22-ih bo na cestah po državi prepovedan promet za tovorna vozila, težja od 7,5 ton. ",2022-04-17 06:00:00,"['prometne', 'čakajo', 'zaprt', 'zaradi', 'vstop']","['Turnišče', 'Dragonja']",[]
9,"Prometne informacije 10. 04. 2022 10.00 1. in 3. program Podatki o prometu. Na primorski avtocesti proti Kopru je zaradi del zaprt vozni pas med Logatcem in Uncem. Nastaja zastoj, čas potovanja se podaljša za približno 10 minut. Zaradi prireditve bo tekom dneva za krajši čas zaprtih več posameznih cest na obali in v notranjosti slovenske Istre. Do 16-ih bo zaprta cesta Celje-Krško na odseku Zidani Most-Radeče. Na mejnem prehodu Gruškovje je povečan promet osebnih vozil pri izstopu iz države. ",2022-04-10 10:00:00,"['zaradi', 'zastoj', 'zaprt', 'prometne', 'proti']","['Blagovica', 'Ljubljana', 'Bistrica', 'Golovec', 'Lukovica', 'Obrežje', 'Maribor']",[]
10,Prometne informacije 30. 04. 2022 8.30 2. program Podatki o prometu. Na avtocestnem odseku od Gabrka proti Fernetičem je zaradi del zaprt prehitevalni pas pred mejnim prehodom Fernetiči. Na mejnem prehodu Gruškovje je povečan promet osebnih vozil pri izstopu iz države. ,2022-04-30 08:30:00,"['vozil', 'proti', 'promet', 'osebnih', 'pred']","['Slovenija', 'Karavanke', 'Obrežje']",[]
11,"Prometne informacije 16. 04. 2022 20.00 2. program Podatki o prometu. Zaradi del je na severni ljubljanski obvoznici v obe smeri zaprt prehitevalni pas med priključkom Dravlje in razcepom Koseze. Zaprt je tudi uvoz Nove Jarše proti štajerski avtocesti. Na mejnih prehodih ni dolgotrajnejšega čakanja na prestop meje. Jutri od 8-ih do 22-ih bo na cestah po državi prepovedan promet za tovorna vozila, težja od 7,5 ton. ",2022-04-16 20:00:00,"['smeri', 'ure', 'pol', 'čakajo', 'še']","['Vinica', 'Ljubljana', 'Sečovlje', 'Starod', 'Koseze', 'Jelšane', 'Brezovica', 'Koper', 'Dragonja', 'Vrhnika']",[]
12,Prometne informacije 26. 04. 2022 09.00 1. in 3. program Podatki o prometu. Na štajerski avtocesti je zaradi pokvarjenega vozila oviran promet pred predorom Ločica proti Ljubljani. Promet je zaradi pokvarjenega tovornjaka oviran tudi na primorski avtocesti med počivališčem Studenec in priključkom Razdrto na odstavnem pasu proti Kopru. Na mejnem prehodu Obrežje vozniki tovornih vozil na vstop v državo čakajo do 1 uro. ,2022-04-26 09:00:00,"['proti', 'vozil', 'promet', 'zastoji', 'šentilja']","['Ljubljana', 'Pesnica', 'Obrežje', 'Maribor', 'Šentilj', 'Vrhnika']",[]
13,"Prometne informacije 27. 04. 2022 13.00 1. in 3. program Podatki o prometu. Na primorski avtocesti proti Kopru promet na nekaterih odsekih poteka upočasnjeno, nastajajo tudi zastoji. Pri priključku Brezovica je še vedno daljša kolona, ki sega na južno in zahodno ljubljansko obvoznico. Potovalni čas se iz smeri Kosez podaljša za približno 20 minut, iz smeri Dolenjske pa za pol ure. Obvoz je mogoč po regionalnih cestah med priključkom Ljubljana-jug oz. razcepom Koseze ter Vrhniko. Na mejnih prehodih Jelšane, Gruškovje, Sečovlje, Dragonja, Starod in Vinica vozniki osebnih vozil na izstop iz države čakajo pol ure. ",2022-04-27 13:00:00,"['proti', 'prometne', 'uri', 'priključkoma', 'ljubljani']","['Krtina', 'Ljubljana', 'Brezovica', 'Obrežje', 'Logatec', 'Vrhnika']",[]
14,"Prometne informacije 24. 04. 2022 12.30 2. program Podatki o prometu. Na štajerski avtocesti proti Mariboru je zaradi srne na vozišču oviran promet pred priključkom Slovenska Bistrica-jug. Na mejnih prehodih Obrežje in Gruškovje vozniki osebnih vozil na vstop v državo čakajo približno 1 uro, v Sečovljah, Jelšanah in Slovenski vasi pa pol ure. V Gruškovju in Sečovljah je promet osebnih vozil povečan tudi pri izstopu. ",2022-04-24 12:30:00,"['proti', 'vozil', 'promet', 'cesti', 'vozni']","['Ljubljana', 'Izola', 'Lucija', 'Brezovica', 'Koper', 'Dragonja', 'Portorož', 'Strunjan', 'Vrhnika']",[]
15,Prometne informacije 29. 04. 2022 5.30 1. in 2. program Podatki o prometu. Na dolenjski avtocesti proti Obrežju je zaradi pokvarjenega vozila oviran promet med priključkoma Dobruška vas in Smednik. Cesta čez prelaz Vršič je prevozna le za osebna vozla z zimsko opremo. ,2022-04-29 05:30:00,"['proti', 'vozil', 'prometne', 'osebnih', 'zastoj']","['Slovenija', 'Gora', 'Lenart', 'Jesenice', 'Obrežje', 'Lendava', 'Karavanke']",[]
16,Prometne informacije 30. 04. 2022 8.00 1. program Podatki o prometu. Na avtocestnem odseku od Gabrka proti Fernetičem je zaradi del zaprt prehitevalni pas pred mejnim prehodom Fernetiči. Na mejnem prehodu Gruškovje je povečan promet osebnih vozil pri izstopu iz države. ,2022-04-30 08:00:00,"['11', 'zaradi', 'čakajo', 'zaprto', 'vstop']","['Lom', 'Ljubljana', 'Obrežje']",[]
17,"Prometne informacije 29. 04. 2022 20.00 1. in 2. program Podatki o prometu. Na vzhodni mariborski obvoznici je zaradi prometne nesreče na razcepu Dragučova oviran promet iz smeri Šentilja proti Lendavi. V Celju je prav tako zaradi nesreče zaprta Mariborska cesta pred križiščem s Kidričevo ulico proti avtocestnem priključku. Na štajerski avtocesti proti Mariboru je zaradi pokvarjenega vozila oviran promet med priključkoma Celje-zahod in Celje-center. Pokvarjeno vozilo ovira promet tudi na dolenjski avtocesti proti Ljubljani med priključkoma Višnja gora in Grosuplje-vzhod. Na mejnem prehodu Gruškovje vozniki osebnih in tovornih vozil na izstop iz države čakajo do 2 uri. Na prehodu Dobovec vozniki osebnih vozil na izstop čakajo 2 uri, na prehodih Jelšane, Starod, Metlika in Bistrici ob Sotli pa pol ure. ",2022-04-29 20:00:00,"['vozil', 'pol', 'osebnih', 'gruškovju', 'zaradi']","['Predmeja', 'Lokavec', 'Obrežje', 'Slovenija', 'Karavanke', 'Ajdovščina']",[]
18,"Prometne informacije 16. 04. 2022 18.30 2. program Podatki o prometu. Zaradi del je na severni ljubljanski obvoznici v obe smeri zaprt prehitevalni pas med priključkom Dravlje in razcepom Koseze. Zaprt je tudi uvoz Nove Jarše proti štajerski avtocesti. Na mejnih prehodih ni dolgotrajnejšega čakanja na prestop meje. Jutri od 8-ih do 22-ih bo na cestah po državi prepovedan promet za tovorna vozila, težja od 7,5 tone. ",2022-04-16 18:30:00,"['zaradi', 'prometne', 'zastoj', 'proti', 'pred']","['Blagovica', 'Ljubljana', 'Bistrica', 'Lukovica', 'Obrežje', 'Maribor']",[]
19,"NOVE Prometne informacije 14. 04. 2022 15.30 1. in 2. program Podatki o prometu. Zaradi popoldanske prometne konice so daljši zastoji na severni ljubljanski obvoznici v obe smeri ter na celotni južni obvoznici proti Dolenjski. Zaradi del so zastoji tudi na avtocestnem odseku od Šentilja proti Mariboru med Pesnico in razcepom Dragučova ter na dolenjski avtocesti med priključkoma Bič in Ivančna Gorica proti Ljubljani. Regionalna cesta Ravne na Koroškem-Slovenj Gradec je zaradi prometne nesreče zaprta pri Kotljah. Obvoz je skozi Dravograd. Prav tako zaradi prometne nesreče je na primorski avtocesti zaprt prehitevalni pas pred priključkom Brezovica proti Ljubljani. Nastaja zastoj. Na Obrežju vozniki tovornih vozil v obe smeri čakajo približno 2 uri. Na mejnih prehodih Obrežje, Gruškovje, Metlika in Slovenska vas pa je pri izstopu iz države povečan promet osebnih vozil. Zaradi velikonočnih praznikov je tudi jutri pričakovati povečan promet iz Italije in Avstrije proti Hrvaški. Promet bo zelo povečan tudi na mejnih prehodih s Hrvaško, predvsem v Istri ter v Gruškovju in na Obrežju. Do jutri bo zelo povečan tudi promet tovornih vozil. ",2022-04-14 15:30:00,"['proti', 'avtocesti', 'promet', 'prometne', 'ovira']","['Cerkvenjak', 'Blagovica', 'Ljubljana', 'Kal', 'Obrežje', 'Koper', 'Dekani', 'Lukovica']",[]
20,Prometne informacije 12. 04. 2022 11.00 1. in 3. program Podatki o prometu. Na vipavski hitri cesti je promet od Vipave proti Razdrtemu oviran na več odsekih zaradi razsutega tovora. Na dolenjski avtocesti proti Ljubljani je zaradi pokvarjenega tovornjaka oviran promet med počivališčem Čatež in priključkom Drnovo. Na gorenjski avtocesti proti Karavankam je zaradi del v predoru Šentvid zaprt izvoz na Celovško cesto. Na mejnih prehodih Obrežje in Gruškovje vozniki tovornih vozil na vstop v državo čakajo 1 uro. ,2022-04-12 11:00:00,"['proti', 'zaradi', 'promet', 'avtocesti', 'razcepom']","['Cerkvenjak', 'Celje', 'Ljubljana', 'Obrežje', 'Koper', 'Senožeče', 'Dekani']",[]
21,"NOVA Prometne informacije 13. 04. 2022 18.30 1. in 2. program Podatki o prometu. Na pomurski avtocesti je proti Mariboru zaradi pokvarjenega vozila zaprt vozni pas pred razcepom Dragučova. Na štajerski avtocesti je obtičal pokvarjen tovornjak pred priključkom Fram, prav tako proti Mariboru. Na cesti Tržič - Ljubelj je promet oviran zaradi prometne nesreče pri Podljubelju. Na mejnem prehodu Gruškovje je povečan promet osebnih vozil pri izstopu iz države. Na mejnih prehodih Zavrč in Gruškovje vozniki tovornih vozil na vstop v državo čakajo približno 1 uro, na Obrežju pa na izstop prav tako eno uro. Na severni ljubljanski obvoznici bo predvidoma od 23-ih do dveh zjutraj popolna zapora v obe smeri pri priključku Nove Jarše. ",2022-04-13 18:30:00,"['čakajo', 'vozniki', 'vozil', 'prehodu', 'osebnih']","['Dobrovlje', 'Bistrica', 'Jelšane', 'Križevec', 'Vitanje', 'Dobovec']",[]
22,"Prometne informacije 19. 04. 2022 08.30 2. program Podatki o prometu. Zaradi jutranje konice je promet povečan proti večjim mestom. Pred predorom Karavanke proti Avstriji je približno 5 kilometrov dolg zastoj tovornih vozil na odstavnem in voznem pasu. Za Kranjsko Goro priporočamo izvoz Jesenice vzhod. Krajši zastoj je tudi na mariborski vzhodni obvoznici med priključkom Zrkovci in razcepom Dragučova proti Šentilju. Na mejnem prehodu Obrežje vozniki tovornih vozil na vstop v državo čakajo 2 uri, v Gruškovju in Dobovcu pa približno 1 uro. ",2022-04-19 08:30:00,"['promet', 'vozil', 'avtocesti', 'med', 'zastoj']","['Cerkvenjak', 'Bistrica', 'Starod', 'Obrežje', 'Maribor']",[]
23,Prometne informacije 08. 04. 2022 10.30 2. program Podatki o prometu. Na primorski avtocesti proti Ljubljani je zaradi pokvarjenega tovornjaka promet oviran med Uncem in Logatcem pred počivališčem Lom. V isti smeri pa ni več daljših zastojev pred priključkom Vrhnika. Na dolenjski avtocesti promet ni več oviran zaradi nesreče med priključkoma Trebnje-zahod in Bič. Na mejnem prehodu Gruškovje vozniki tovornih vozil na izstop iz države čakajo do 1 uro. Prav tako je pri izstopu povečan promet osebnih vozil. ,2022-04-08 10:30:00,"['proti', 'zaradi', 'prometne', 'vozil', 'tovornih']","['Ljubljana', 'Bistrica', 'Lukovica', 'Obrežje', 'Dekani', 'Maribor']",[]
24,"Prometne informacije 14. 04. 2022 18.00 1. in 3. program Podatki o prometu. Gost promet z zastoji je na primorski avtocesti od Vrhnike proti Ljubljani ter na celotni južni ljubljanski obvoznici proti Dolenjski. Zaradi del je zastoj na avtocestnem odseku od Šentilja proti Mariboru med Pesnico in razcepom Dragučova. Na Obrežju vozniki tovornih vozil v obe smeri čakajo približno 2 uri. Na mejnih prehodih Obrežje, Gruškovje in Slovenska vas pa je pri izstopu iz države povečan promet osebnih vozil. ",2022-04-14 18:00:00,"['zaradi', 'zaprt', 'proti', 'avtocesti', 'del']","['Celje', 'Krško', 'Ljubljana', 'Radeče', 'Most', 'Koper', 'Vodice', 'Logatec']",[]
25,Prometne informacije 16. 04. 2022 18.00 1. program Podatki o prometu. Na gorenjski avtocesti je proti Karavankam obtičalo pokvarjeno vozilo na zaviralnem pasu pred priključkom Brezje. Zaradi del je na primorski avtocesti proti Kopru med Postojno in Razdrtim zaprto počivališče Studenec. Na mejnem prehodu Gruškovje čakajo vozniki osebnih vozil na vstop v državo do pol ure. ,2022-04-16 18:00:00,"['zaradi', 'proti', 'avtocesti', 'ljubljani', 'med']","['Gora', 'Lom', 'Ljubljana', 'Čatež', 'Obrežje', 'Drnovo', 'Gorica']",[]
26,"Prometne informacije 06. 04. 2022 17.00 1. in 3. program Podatki o prometu. Na južni ljubljanski obvoznici proti Dolenjski sta zaradi nesreče zaprta vozni in prehitevalni pas pred priključkom Ljubljana-Rudnik. Nastal je daljši zastoj, ki sega na zahodno obvoznico do Kosez in primorsko avtocesto do Loga. Iz smeri Primorske proti Štajerski priporočamo obvoz po severni obvoznici. Zastoj je tudi na severni obvoznici proti Štajerski, med Kosezami in Tomačevim. Na primorski avtocesti proti Ljubljani je zaradi pokvarjenega vozila oviran promet med razcepom Gabrk in priključkom Senožeče. ",2022-04-06 17:00:00,"['proti', 'brezovici', 'zaradi', 'ljubljani', 'cesti']","['Vipava', 'Ljubljana', 'Brezovica', 'Obrežje', 'Podnanos', 'Gorica', 'Vrhnika']",[]
27,Prometne informacije 12. 04. 2022 16.30 2. program Podatki o prometu. Na štajerski avtocesti je proti Mariboru oviran promet zaradi prometne nesreče med Šentjakobom in Domžalami. Nastajajo zastoji. Tudi na obalni hitri cesti je oviran promet proti Izoli zaradi promene nesreče pred priključkom Koper - Center. Na mejnem prehodu Starod vozniki tovornih vozil na vstop v državo čakajo 1 uro. ,2022-04-12 16:30:00,"['vozila', 'pred', 'promet', 'proti', 'vršič']","['Polskava', 'Ljubljana', 'Vršič', 'Maribor']",[]
28,Prometne informacije 16. 04. 2022 17.30 2. program Podatki o prometu. Zaradi del je na primorski avtocesti proti Kopru med Postojno in Razdrtim zaprto počivališče Studenec. Pred priključkom Črni Kal je proti Kopru obtičalo pokvarjeno vozilo na pasu za počasna vozila. Na mejnem prehodu Gruškovje čakajo vozniki osebnih vozil na vstop v državo do pol ure. ,2022-04-16 17:30:00,"['zaradi', 'proti', 'vrhnika', 'zaprta', 'prometne']","['Krtina', 'Ljubljana', 'Brdo', 'Brezovica', 'Log', 'Vrhnika']",[]
29,"Prometne informacije 13. 04. 2022 16.30 2. program Podatki o prometu. Na gorenjski avtocesti proti Ljubljani je zastoj pred delovno zaporo med Lescami in priključkom Brezje. Na cesti Kranj - Naklo je oviran promet zaradi razlite nafte na vozišču pri avtocestnem priključku Kranj - zahod. Na glavni cesti Celje - Šentjur je oviran promet zaradi prometne nesreče pri Vrbnem. Nastal je zastoj. Na mejnem prehodu Gruškovje je povečan promet osebnih vozil pri izstopu iz države. Na mejnih prehodih Zavrč in Gruškovje vozniki tovornih vozil na vstop v državo čakajo približno 1 uro, na Obrežju pa na izstop prav tako eno uro. ",2022-04-13 16:30:00,"['čakajo', 'pol', 'gruškovju', 'ure', 'zaradi']","['Predmeja', 'Lokavec', 'Obrežje', 'Slovenija', 'Ajdovščina']",[]
30,"Prometne informacije 10. 04. 2022 15.30 1. in 2. program Podatki o prometu. Na primorski avtocesti proti Kopru je zaradi del pred priključkom Logatec 2 kilometra dolg zastoj. Čas vožnje se podaljša za 10 minut. Približno kilometer dolga kolona je tudi pred priključkom Unec v isti smeri. Na gorenjski avtocesti je znova odprt priključek Vodice proti Ljubljani. Zaradi del bo predvidoma do večera zaprta regionalna cesta Kranj-Jezersko pri Preddvoru. Na mejnih prehodih Jelšane in Obrežje je povečan promet osebnih vozil pri izstopu iz države, v Gruškovju pa v obe smeri. Vozniki na prestop meje ne čakajo več kot 1 uro. ",2022-04-10 15:30:00,"['uncem', 'zaradi', 'počivališčem', 'med', 'proti']","['Lom', 'Ljubljana', 'Obrežje', 'Koper', 'Logatec']",[]
31,Prometne informacije 16. 04. 2022 17.00 1. in 3. program Podatki o prometu. Zaradi del je na severni ljubljanski obvoznici v obe smeri zaprt prehitevalni pas med priključkom Dravlje in razcepom Koseze. Zaprt je tudi uvoz Nove Jarše proti štajerski avtocesti. Na mejnem prehodu Gruškovje čakajo vozniki osebnih vozil na vstop v državo do pol ure. ,2022-04-16 17:00:00,"['vozil', 'vozniki', 'promet', 'proti', 'mariboru']","['Pesnica', 'Jelšane', 'Obrežje', 'Maribor', 'Dobovec']",[]
32,Prometne informacije 16. 04. 2022 16.30 2. program Podatki o prometu. Zaradi del je na severni ljubljanski obvoznici v obe smeri zaprt prehitevalni pas med priključkom Dravlje in razcepom Koseze. Zaprt je tudi uvoz Nove Jarše proti štajerski avtocesti. Na mejnem prehodu Gruškovje čakajo vozniki osebnih vozil na vstop v državo do pol ure. ,2022-04-16 16:30:00,"['vozila', 'štajerski', 'čakajo', 'zaradi', 'zaprt']","['Maribor', 'Bistrica', 'Obrežje']",[]
33,"Prometne informacije 16. 04. 2022 15.30 1. in 2. program Podatki o prometu. Zaradi del je na severni ljubljanski obvoznici v obe smeri zaprt prehitevalni pas med priključkom Dravlje in razcepom Koseze. Zaprt je tudi uvoz Nove Jarše proti štajerski avtocesti. Na štajerski avtocesti proti Mariboru je zaradi del oviran promet med priključkoma Celje-zahod in Celje-center. Na mejnem prehodu Gruškovje čakajo vozniki osebnih vozil na izstop iz države do pol ure, vozniki tovornih vozil pa eno uro. ",2022-04-16 15:30:00,"['čakajo', 'pol', 'gruškovju', 'ure', 'zaradi']","['Predmeja', 'Lokavec', 'Obrežje', 'Slovenija', 'Ajdovščina']",[]
34,Prometne informacije 16. 04. 2022 14.30 2. program Podatki o prometu. Na gorenjski avtocesti zaradi povečanega prometa občasno zapirajo predor Karavanke proti Avstriji. Na mejnih prehodih Jelšane in Gruškovje čakajo vozniki osebnih vozil v obe smeri na prestop meje do pol ure. ,2022-04-16 14:30:00,"['proti', 'zaradi', 'zastoj', 'prometne', 'približno']","['Ljubljana', 'Pesnica', 'Lenart', 'Brezovica', 'Obrežje', 'Maribor', 'Šentilj']",[]
35,"Prometne informacije 06. 04. 2022 18.30 1. in 2. program Podatki o prometu. Zaradi prometne nesreče je zaprta primorska avtocesta proti Ljubljani med priključkoma Vrhnika in Brezovica, nastal je daljši zastoj. Obvoz za osebna vozila je po vzporedni regionalni cesti med priključkoma Logatec in Brezovica. Na štajerski avtocesti proti Ljubljani pokvarjeni vozili ovirata promet pred predorom Jasovnik ter na uvozu Krtina. Na mejnem prehodu Gruškovje vozniki tovornih vozil na vstop v našo državo čakajo do 2 uri, na Obrežju pa več kot 2 uri. ",2022-04-06 18:30:00,"['zaradi', 'vozila', 'proti', 'štajerski', 'zaprt']","['Ljubljana', 'Lukovica', 'Maribor', 'Bistrica']",[]
36,"Prometne informacije 16. 04. 2022 14.00 1. in 3. program Podatki o prometu. Na gorenjski avtocesti zaradi povečanega prometa občasno zapirajo predor Karavanke proti Avstriji. Na mejnih prehodih Jelšane, Starod, Sečovlje in Gruškovje čakajo vozniki osebnih vozil v obe smeri na prestop meje do pol ure, na Dragonji pa le na izstop eno uro ter na Obrežju pol ure. ",2022-04-16 14:00:00,"['štajerski', 'čez', 'zimska', 'zaradi', 'vršič']","['Jezersko', 'Ljubljana', 'Vršič', 'Lukovica']",[]
37,"Prometne informacije 29. 04. 2022 14.00 1. in 3. program Podatki o prometu. Zastoji so na južni ljubljanski obvoznici od Barja proti primorski avtocesti in naprej proti Brezovici. Na pomurski avtocesti proti Mariboru je zaradi pokvarjenega vozila oviran promet pred pokritim vkopom Močna. Glavna cesta Krško-Celje je pri Boštanju znova odprta. Na mejnem prehodu Gruškovje vozniki osebnih vozil na izstop iz države čakajo 1 uro, vozniki tovornih vozil pa pol ure. Povečan promet osebnih vozil pri izstopu iz države je tudi na Obrežju. ",2022-04-29 14:00:00,"['vozil', 'proti', 'avtocesti', 'vstop', 'vozniki']","['Zavrč', 'Ljubljana', 'Dolinsko', 'Obrežje', 'Lendava', 'Karavanke', 'Lukovica']",[]
38,"Prometne informacije 16. 04. 2022 13.30 2. program Podatki o prometu. Na gorenjski avtocesti zaradi povečanega prometa občasno zapirajo predor Karavanke proti Avstriji. Na mejnih prehodih Jelšane, Starod, Sečovlje in Gruškovje čakajo vozniki osebnih vozil v obe smeri na prestop meje do pol ure, na Dragonji pa le na izstop eno uro ter na Obrežju pol ure. ",2022-04-16 13:30:00,"['čakajo', 'proti', 'uro', 'vozil', 'vozniki']","['Zavrč', 'Dobovec', 'Ljubljana', 'Koseze', 'Obrežje', 'Lukovica', 'Šentvid']",[]
39,"Prometne informacije 30. 04. 2022 13.30 2. program Podatki o prometu. Zaradi del nastaja zastoj na glavni cesti Izola - Strunjan proti Portorožu. Na mejnih prehodih Obrežje in Slovenska vas vozniki na vstop v državo čakajo od ene do dve uri. Povečan promet pri vstopu je tudi na prehodih Gruškovje in Sečovlje. Povečan promet pri izstopu iz države pa je na prehodih Gruškovje, Obrežje, Petrina in Dobovec. ",2022-04-30 13:30:00,"['proti', 'promet', 'med', 'zaradi', 'zastoj']","['Celje', 'Ljubljana', 'Bistrica', 'Obrežje', 'Koper', 'Dramlje', 'Vojnik', 'Logatec', 'Maribor', 'Vrhnika']",[]
40,"Prometne informacije 28. 04. 2022 17.00 1. program Podatki o prometu. Zaradi pokvarjenih tovornjakov je promet oviran na primorski avtocesti proti Kopru med priključkom Senožeče in razcepom Gabrk ter na pomurski avtocesti proti Madžarski pred mejnim prehodom Pince. Na mejnem prehodu Gruškovje je povečan promet osebnih vozil pri izstopu iz države, vozniki tovornih vozil pa na vstop in izstop čakajo eno uro. ",2022-04-28 17:00:00,"['vozil', 'zaradi', 'promet', 'nesreče', 'zavrč']","['Zavrč', 'Bistrica', 'Velenje', 'Sečovlje', 'Obrežje', 'Metlika', 'Dragonja', 'Stojnci']",[]
41,Prometne informacije 07. 04. 2022 14.00 1. in 3. program Podatki o prometu. Na gorenjski avtocesti proti Ljubljani je zaradi prometne nesreče zaprt prehitevalni pas pred predorom Šentvid. Nastal je približno 2 kilometra dolg zastoj. Opozarjamo na nevarnost naleta. Na regionalni cesti Ljubljana-Vrhnika je prav tako zaradi nesreče pri Brezovici promet urejen izmenično enosmerno. Na štajerski avtocesti proti Mariboru je zaradi pokvarjenega vozila promet oviran med priključkoma Trojane in Vransko pred predorom Ločica. Na mejnem prehodu Gruškovje vozniki tovornih vozil na vstop v državo čakajo 1 uro. ,2022-04-07 14:00:00,"['zaradi', 'proti', 'vozila', 'avtocesti', 'med']","['Ravne', 'Blagovica', 'Trojane', 'Koper', 'Vransko', 'Maribor', 'Kastelec']",[]
42,"Prometne informacije 25. 04. 2022 08.30 2. program Podatki o prometu. Zaradi prometne nesreče je promet oviran na primorski avtocesti med Logatcem in Vrhniko proti Ljubljani. Pred predorom Karavanke je približno kilometer in pol dolg zastoj proti Avstriji. Na mejnem prehodu Gruškovje vozniki tovornih vozil na vstop v državo čakajo 1 uro, na izstop iz Slovenije pa pol ure. ",2022-04-25 08:30:00,"['vozil', 'čakajo', 'vozniki', 'uro', 'proti']","['Zavrč', 'Dobovec', 'Ljubljana', 'Koseze', 'Obrežje', 'Lukovica', 'Šentvid']",[]
